"z","N","resourcebiomass","sd","se","ci","replicate","fit","se.fit"
4.3,500,0.878494,0.062904785096016,0.00281318751169415,0.00552715218658501,5,0.0692003968921462,0.000969180295823646
4.4,500,0.883322,0.0847358876587401,0.00378950409877457,0.00744535008013071,5,0.0710486829902366,0.00106755944285561
4.5,500,0.871638,0.03520371513233,0.00157435800192856,0.00309318743832569,5,0.0727862046839955,0.0011475197823188
4.6,500,0.905202,0.106420806104558,0.00475928313340232,0.00935070345222751,5,0.074201503233319,0.0011415091355605
4.7,500,0.88164,0.0843550469616122,0.00377247238502704,0.00741188737155204,5,0.0751732283054239,0.00107067804578133
4.8,500,0.88178,0.0869712342742264,0.00388947183848459,0.0076417596364896,5,0.0757074986276278,0.00109787337854027
4.9,500,0.878052,0.0302138884307898,0.00135120616791681,0.00265475447139,5,0.0759235891361279,0.00140054290687634
5,500,0.87828,0.0601862306904948,0.00269161006266861,0.00528828539920323,5,0.075990200889738,0.00193056198561375
0.1,500,0.881204,0.0657528193349989,0.0029405554749064,0.00577739576737837,6,0.0315645010088809,0.000801908996543963
0.2,500,0.877638,0.0201786350039155,0.000902415991238234,0.00177300322088305,6,0.0268453485967675,0.000495209235859529
0.3,500,0.87544,0.025936070626042,0.00115989633978131,0.00227888242926738,6,0.0230875780727236,0.000334804844969253
0.4,500,0.872696,0.017623414921831,0.000788143075217964,0.00154848786418415,6,0.0203556287782324,0.000289921363392627
0.5,500,0.872152,0.0155389773032611,0.000694924191018362,0.00136533798260212,6,0.0186348915623315,0.00028667746651521
0.6,500,0.878866,0.0223542270484548,0.000999711425296188,0.00196416241978561,6,0.0178546459691353,0.000281489597442328
0.7,500,0.871008,0.00965164465202579,0.000431634670732039,0.000848045323756531,6,0.0179232849459454,0.000269310721687351
0.8,500,0.872108,0.0133299554171365,0.000596133728995174,0.00117124145831591,6,0.01873868360884,0.000262443045690363
0.9,500,0.87485,0.0295942416405042,0.00132349472101445,0.00260030897719413,6,0.0201721400506218,0.000277677653069234
1,500,0.874408,0.0319994604162925,0.00143105937468287,0.0028116444136879,6,0.0220435691042907,0.000317552959075939
1.1,500,0.86839,0.0184362058833902,0.000824492192048839,0.00161990404235822,6,0.0241149818428811,0.000363471088992404
1.2,500,0.872638,0.0313589177019692,0.00140241343364849,0.00275536289140516,6,0.0261244893789904,0.000394137755819425
1.3,500,0.874486,0.023549159854647,0.00105315044496,0.00206915563234467,6,0.027857331307994,0.000404608684883444
1.4,500,0.874004,0.0208468983386182,0.000932301636103554,0.00183172042571856,6,0.029217276029791,0.0004099998936883
1.5,500,0.874864,0.0414225682729192,0.00185247356921747,0.00363960926746942,6,0.0302536461702641,0.000428002154689939
1.6,500,0.877796,0.0297887415350916,0.00133219302073272,0.00261739878230225,6,0.0311288852836998,0.000456805524364483
1.7,500,0.87287,0.0262188473414036,0.00117254249894136,0.00230372870985224,6,0.0320501346044927,0.000480619096789309
1.8,500,0.873052,0.0285078004302461,0.00127490759302056,0.00250484841880087,6,0.033200581620996,0.000490919321343353
1.9,500,0.878446,0.0569586838623811,0.00254726978050409,0.00500469580453114,6,0.0346914230527737,0.000495995419844147
2,500,0.875596,0.034824564384485,0.00155740186501053,0.00305987321776523,6,0.0365371228260873,0.000514461805996022
2.1,500,0.875742,0.0296684997219526,0.00132681564337439,0.00260683369095991,6,0.0386514943797005,0.000555516735642632
2.2,500,0.865076,0.0362613291535758,0.00162165593883781,0.00318611508510438,6,0.0408667419571975,0.000605466744998868
2.3,500,0.889084,0.0705530183677609,0.00315522690176209,0.006199167029127,6,0.0429790157575415,0.000641030882426184
2.4,500,0.874398,0.033117383928029,0.00148105443400064,0.00290987117613369,6,0.0448138263481287,0.000652992956946802
2.5,500,0.872692,0.0553880565611327,0.00247702919224592,0.00486669205634005,6,0.0462883006261958,0.000655725996540721
2.6,500,0.877494,0.0324216021283517,0.00144993812596892,0.00284873605120476,6,0.0474412396966164,0.000672058679111758
2.7,500,0.885586,0.0733778660527335,0.00328155793075573,0.00644737331478452,6,0.0484163522651623,0.000705486221698638
2.8,500,0.881384,0.0633365896712348,0.00283249839935784,0.00556509285514393,6,0.0494087821431057,0.000736930677880728
2.9,500,0.882886,0.0593048322673669,0.00265219272688111,0.00521084100106709,6,0.0505999862482534,0.000749670942764838
3,500,0.87604,0.0545859473793632,0.00244115777912965,0.00479621443669426,6,0.0521031878945779,0.000748850550808
3.1,500,0.88249,0.0751825960278772,0.00336226790886478,0.00660594658092135,6,0.0539304821274306,0.000759369405346298
3.2,500,0.868142,0.0421604654349473,0.00188547333351145,0.00370444487427347,6,0.0559855406955244,0.00080044487423444
3.3,500,0.87559,0.0703945216430562,0.00314813871274908,0.00618524065584426,6,0.0580848757440401,0.000858870127822272
3.4,500,0.86346,0.052448241496471,0.00234555666572869,0.00460838411938424,6,0.0600084005531441,0.000899877134044055
3.5,500,0.878432,0.0601175983157553,0.00268854072956112,0.00528225499023621,6,0.061569859991353,0.000903516201175594
3.6,500,0.880948,0.0600420468570281,0.00268516196561085,0.00527561663339791,6,0.062683259544714,0.000886787992333516
3.7,500,0.879774,0.0829544803831069,0.003709837143496,0.00728882607160439,6,0.0633961398604284,0.000889624706167696
3.8,500,0.880886,0.0722078454871754,0.00322923302036251,0.00634456902545417,6,0.0638738412644394,0.000927723859357062
3.9,500,0.88825,0.0595840248055135,0.00266467859676324,0.00523537235659656,6,0.0643432199972753,0.000970740210994129
4,500,0.87024,0.057472293577498,0.0025702391052422,0.00504982431193525,6,0.0650211811372849,0.000980026427948252
4.1,500,0.873826,0.0454987912367792,0.0020347678019902,0.00399776810440556,6,0.0660529616335732,0.00095153889659413
4.2,500,0.879182,0.0830409807563106,0.00371370555778725,0.00729642645885893,6,0.0674740490000993,0.000928807529713908
4.3,500,0.872856,0.0373312001012826,0.0016695020221623,0.00328011969125565,6,0.0692003968921462,0.000969180295823646
4.4,500,0.87437,0.0387639831903995,0.00173357802984785,0.0034060117068126,6,0.0710486829902366,0.00106755944285561
4.5,500,0.891686,0.0981730885458396,0.00439043399099207,0.00862601470129349,6,0.0727862046839955,0.0011475197823188
4.6,500,0.882584,0.0703459170107275,0.00314596504751091,0.00618096999186466,6,0.074201503233319,0.0011415091355605
4.7,500,0.868528,0.10348235797867,0.00462787173824549,0.00909251562185219,6,0.0751732283054239,0.00107067804578133
4.8,500,0.88983,0.103796109583787,0.00464190313658729,0.00912008352257099,6,0.0757074986276278,0.00109787337854027
4.9,500,0.89774,0.0980054822400165,0.00438293840912651,0.00861128791129967,6,0.0759235891361279,0.00140054290687634
5,500,0.87085,0.0358317642694485,0.0016024452132047,0.0031483712078308,6,0.075990200889738,0.00193056198561375
0.1,500,0.873684,0.049609175407067,0.00221858977035825,0.00435892852836748,7,0.0315645010088809,0.000801908996543963
0.2,500,0.873496,0.0358917597902594,0.00160512829446227,0.00315364273643597,7,0.0268453485967675,0.000495209235859529
0.3,500,0.877608,0.010599388192727,0.000474019050376924,0.000931319160163616,7,0.0230875780727236,0.000334804844969253
0.4,500,0.878928,0.0200726839581199,0.000897677716424514,0.00176369379309395,7,0.0203556287782324,0.000289921363392627
0.5,500,0.869268,0.0155651123170662,0.000696092984367586,0.00136763434524733,7,0.0186348915623315,0.00028667746651521
0.6,500,0.87914,0.0232675559162675,0.00104055673398103,0.00204441239824269,7,0.0178546459691353,0.000281489597442328
0.7,500,0.871262,0.0155365415794023,0.000694815262135911,0.00136512396682524,7,0.0179232849459454,0.000269310721687351
0.8,500,0.876022,0.0200261731547104,0.000895597690062279,0.00175960710416604,7,0.01873868360884,0.000262443045690363
0.9,500,0.874804,0.0156595026756311,0.000700314249531018,0.00137592798898108,7,0.0201721400506218,0.000277677653069234
1,500,0.875204,0.0199066555168802,0.000890252698808306,0.00174910564275479,7,0.0220435691042907,0.000317552959075939
1.1,500,0.87548,0.0249959034719844,0.0011178507864476,0.00219627429487231,7,0.0241149818428811,0.000363471088992404
1.2,500,0.873318,0.00980904228868663,0.000438673707033468,0.000861875125262178,7,0.0261244893789904,0.000394137755819425
1.3,500,0.877442,0.0300527698215638,0.00134400072466342,0.00264059772525497,7,0.027857331307994,0.000404608684883444
1.4,500,0.869956,0.0114689641326736,0.000512907668643301,0.00100772477144647,7,0.029217276029791,0.0004099998936883
1.5,500,0.87208,0.0209826151916429,0.000938371078284664,0.00184364523715869,7,0.0302536461702641,0.000428002154689939
1.6,500,0.87259,0.0190299284379292,0.000851044271883321,0.00167207169400088,7,0.0311288852836998,0.000456805524364483
1.7,500,0.874092,0.0333285631590156,0.00149049865631908,0.00292842651729775,7,0.0320501346044927,0.000480619096789309
1.8,500,0.877252,0.0445205644316717,0.00199102016931754,0.00391181584470746,7,0.033200581620996,0.000490919321343353
1.9,500,0.879294,0.0290720817258026,0.00130014301972648,0.0025544292033441,7,0.0346914230527737,0.000495995419844147
2,500,0.867208,0.0246123601579591,0.00110069820799808,0.0021625741198613,7,0.0365371228260873,0.000514461805996022
2.1,500,0.871202,0.0331384596959793,0.00148199697099693,0.00291172300627241,7,0.0386514943797005,0.000555516735642632
2.2,500,0.87191,0.0234557080575489,0.00104897115354138,0.002060944455661,7,0.0408667419571975,0.000605466744998868
2.3,500,0.883814,0.0282070679327492,0.00126145842687163,0.00247842444678379,7,0.0429790157575415,0.000641030882426184
2.4,500,0.874362,0.036661083263484,0.0016395334861186,0.00322123962768572,7,0.0448138263481287,0.000652992956946802
2.5,500,0.877296,0.0330480366959812,0.00147795313150243,0.00290377795596511,7,0.0462883006261958,0.000655725996540721
2.6,500,0.870644,0.039225789847731,0.00175423065141295,0.00344658851940251,7,0.0474412396966164,0.000672058679111758
2.7,500,0.87642,0.0543706164012853,0.00243152788503678,0.00477729430073789,7,0.0484163522651623,0.000705486221698638
2.8,500,0.888626,0.0700099200242623,0.00313093880547149,0.00615144749249371,7,0.0494087821431057,0.000736930677880728
2.9,500,0.873026,0.0425725518184742,0.00190390239683481,0.00374065299663326,7,0.0505999862482534,0.000749670942764838
3,500,0.879042,0.0659078745815986,0.0029474897563397,0.00579101975391575,7,0.0521031878945779,0.000748850550808
3.1,500,0.88137,0.0472762857507734,0.00211425977324868,0.00415394831668464,7,0.0539304821274306,0.000759369405346298
3.2,500,0.878868,0.0753961785734992,0.00337181961068114,0.00662471309021391,7,0.0559855406955244,0.00080044487423444
3.3,500,0.879032,0.04239454647879,0.00189594175603698,0.00372501249168666,7,0.0580848757440401,0.000858870127822272
3.4,500,0.876414,0.0666115966902705,0.0029789611657849,0.00585285255702853,7,0.0600084005531441,0.000899877134044055
3.5,500,0.870186,0.0744721666881154,0.00333049654292643,0.00654352444447044,7,0.061569859991353,0.000903516201175594
3.6,500,0.883664,0.0623705963301069,0.00278929786382636,0.00548021549327882,7,0.062683259544714,0.000886787992333516
3.7,500,0.875164,0.0309439519182771,0.00138385559963505,0.00271890176948587,7,0.0633961398604284,0.000889624706167696
3.8,500,0.88137,0.0654633638305275,0.00292761063121721,0.00575196265252047,7,0.0638738412644394,0.000927723859357062
3.9,500,0.882874,0.0815876167221767,0.00364870914225971,0.00716872609096314,7,0.0643432199972753,0.000970740210994129
4,500,0.874142,0.0704732487798539,0.00315165949734015,0.00619215804480967,7,0.0650211811372849,0.000980026427948252
4.1,500,0.877004,0.0601164533211985,0.00268848952384786,0.00528215438486638,7,0.0660529616335732,0.00095153889659413
4.2,500,0.88054,0.0771178495904217,0.00344881507925574,0.00677598835029529,7,0.0674740490000993,0.000928807529713908
4.3,500,0.874046,0.050608441120284,0.00226327829160501,0.00444672937950077,7,0.0692003968921462,0.000969180295823646
4.4,500,0.900556,0.12120235511644,0.00542033410146857,0.0106494897181281,7,0.0710486829902366,0.00106755944285561
4.5,500,0.883892,0.0751229609008392,0.00335960094490671,0.00660070671844822,7,0.0727862046839955,0.0011475197823188
4.6,500,0.877376,0.0412790812530778,0.00184605663461238,0.00362700172745077,7,0.074201503233319,0.0011415091355605
4.7,500,0.874424,0.0851506046657914,0.00380805080715841,0.00748178934319851,7,0.0751732283054239,0.00107067804578133
4.8,500,0.89469,0.0970012184085617,0.00433802636523696,0.00852304789866055,7,0.0757074986276278,0.00109787337854027
4.9,500,0.87206,0.0685941010685526,0.00306762145689549,0.00602704603678704,7,0.0759235891361279,0.00140054290687634
5,500,0.86713,0.0383508889253264,0.00171510389269148,0.00336971502656834,7,0.075990200889738,0.00193056198561375
0.1,500,0.875116,0.0292969480719864,0.00131019934844486,0.00257418716794253,8,0.0315645010088809,0.000801908996543963
0.2,500,0.868308,0.0191503160603271,0.000856428170029946,0.00168264959692764,8,0.0268453485967675,0.000495209235859529
0.3,500,0.875992,0.00948344914127927,0.000424112738821249,0.000833266763054394,8,0.0230875780727236,0.000334804844969253
0.4,500,0.874932,0.00988568812270136,0.00044210141293445,0.000868609639789499,8,0.0203556287782324,0.000289921363392627
0.5,500,0.876784,0.0122656527128786,0.000548536665088025,0.00107772610793281,8,0.0186348915623315,0.00028667746651521
0.6,500,0.87701,0.0158434823149372,0.000708542069130306,0.00139209342797154,8,0.0178546459691353,0.000281489597442328
0.7,500,0.878076,0.0232819742429481,0.00104120154115262,0.00204567926984424,8,0.0179232849459454,0.000269310721687351
0.8,500,0.877318,0.0155311077072187,0.000694572251984236,0.00136464651763794,8,0.01873868360884,0.000262443045690363
0.9,500,0.875176,0.0182339787199591,0.000815448318362262,0.00160213527791782,8,0.0201721400506218,0.000277677653069234
1,500,0.879702,0.0129664742667319,0.000579878357778284,0.00113930405272467,8,0.0220435691042907,0.000317552959075939
1.1,500,0.878568,0.0391318793820069,0.0017500308477098,0.00343833704163054,8,0.0241149818428811,0.000363471088992404
1.2,500,0.877866,0.0261769844142914,0.00117067033192616,0.00230005040829264,8,0.0261244893789904,0.000394137755819425
1.3,500,0.875958,0.0270473539317512,0.00120959444005784,0.00237652574755693,8,0.027857331307994,0.000404608684883444
1.4,500,0.87551,0.0333794288828478,0.00149277344064335,0.0029328958529178,8,0.029217276029791,0.0004099998936883
1.5,500,0.880012,0.0435639701472442,0.00194823997238019,0.0038277643344324,8,0.0302536461702641,0.000428002154689939
1.6,500,0.87241,0.029867541580789,0.00133571706590892,0.00262432257743509,8,0.0311288852836998,0.000456805524364483
1.7,500,0.874444,0.0305403387109108,0.0013658054682693,0.00268343814588039,8,0.0320501346044927,0.000480619096789309
1.8,500,0.877448,0.0273275114447607,0.00122212346492777,0.0024011418909593,8,0.033200581620996,0.000490919321343353
1.9,500,0.869458,0.0441452811486731,0.00197423699068546,0.00387884144037481,8,0.0346914230527737,0.000495995419844147
2,500,0.86951,0.0308205404141921,0.00137833646938826,0.00270805817207732,8,0.0365371228260873,0.000514461805996022
2.1,500,0.875422,0.0400528197851973,0.00179121655460499,0.00351925581045613,8,0.0386514943797005,0.000555516735642632
2.2,500,0.883174,0.0582633070628487,0.00260561430372947,0.00511932700411521,8,0.0408667419571975,0.000605466744998868
2.3,500,0.869112,0.038143325531017,0.00170582137550514,0.00335147739223,8,0.0429790157575415,0.000641030882426184
2.4,500,0.876296,0.042023759669424,0.00187935966581892,0.00369243317167124,8,0.0448138263481287,0.000652992956946802
2.5,500,0.885874,0.0537279770234285,0.00240278817835866,0.00472082855433902,8,0.0462883006261958,0.000655725996540721
2.6,500,0.880386,0.0742214163249568,0.00331928264577832,0.00652149217115604,8,0.0474412396966164,0.000672058679111758
2.7,500,0.881792,0.0651846209286456,0.00291514486968014,0.00572747080444755,8,0.0484163522651623,0.000705486221698638
2.8,500,0.880212,0.0414958656945421,0.00185575152956395,0.00364604957250466,8,0.0494087821431057,0.000736930677880728
2.9,500,0.874516,0.0224478407672146,0.00100389795807166,0.00197238782377591,8,0.0505999862482534,0.000749670942764838
3,500,0.882844,0.0295045878705469,0.00131948528253317,0.00259243151556862,8,0.0521031878945779,0.000748850550808
3.1,500,0.872882,0.0532854083731277,0.002382995906623,0.00468194209634556,8,0.0539304821274306,0.000759369405346298
3.2,500,0.87197,0.0365767250259951,0.00163576087104885,0.00321382745997731,8,0.0559855406955244,0.00080044487423444
3.3,500,0.867386,0.062023696131104,0.00277378401529879,0.00544973497910937,8,0.0580848757440401,0.000858870127822272
3.4,500,0.864564,0.0588565892674763,0.00263214669051723,0.00517145596425017,8,0.0600084005531441,0.000899877134044055
3.5,500,0.887864,0.070327558146645,0.00314514401414935,0.00617935688348822,8,0.061569859991353,0.000903516201175594
